Check Number,Opened At,Order Type,Check Total
000537,2025-07-10 16:30:53,Dine-In,331.65
000538,2025-07-10 16:31:19,Dine-In,87.11
000539,2025-07-10 17:12:01,Dine-In,73.86
000540,2025-07-10 17:29:00,Dine-In,59.32
000541,2025-07-10 17:31:16,Dine-In,111.77
000542,2025-07-10 17:36:20,Dine-In,185.13
000543,2025-07-10 17:38:09,Dine-In,49.07
000544,2025-07-10 17:39:25,Dine-In,72.73
000545,2025-07-10 17:39:52,Dine-In,56.93
000546,2025-07-10 17:40:09,Dine-In,161.42
000547,2025-07-10 17:41:13,Dine-In,86.51
000548,2025-07-10 17:43:52,Dine-In,196.49
000549,2025-07-10 17:44:07,Dine-In,42.72
000550,2025-07-10 17:44:44,Dine-In,68.41
000551,2025-07-10 17:45:13,Dine-In,92.94
000552,2025-07-10 17:47:49,Dine-In,50.21
000553,2025-07-10 17:50:41,Dine-In,99.62
000554,2025-07-10 18:03:22,Dine-In,192.58
000555,2025-07-10 18:05:11,Dine-In,98.22
000556,2025-07-10 18:07:31,Dine-In,111.25
000557,2025-07-10 18:11:10,Dine-In,32.92
000558,2025-07-10 18:12:30,Dine-In,800.04
000559,2025-07-10 18:16:29,Dine-In,80.1
000560,2025-07-10 18:20:06,Dine-In,56.53
000561,2025-07-10 18:26:40,Dine-In,304.04
000562,2025-07-10 18:34:16,Dine-In,85.67
000563,2025-07-10 18:39:26,Dine-In,106.79
000564,2025-07-10 18:44:01,Dine-In,226.27
000565,2025-07-10 18:49:08,Dine-In,128.54
000566,2025-07-10 18:56:01,Dine-In,69.55
000567,2025-07-10 18:59:20,Dine-In,37.97
000568,2025-07-10 19:01:12,Dine-In,34.89
000569,2025-07-10 19:02:19,Dine-In,71.19
000570,2025-07-10 19:06:39,Dine-In,160.38
000571,2025-07-10 19:22:50,Dine-In,176.98
000572,2025-07-10 19:23:14,Dine-In,172.56
000573,2025-07-10 19:30:46,Dine-In,86.65
000574,2025-07-10 19:34:21,Dine-In,149.74
000575,2025-07-10 19:37:51,Dine-In,166.86
000576,2025-07-10 19:41:08,Dine-In,297.24
000577,2025-07-10 19:44:13,Dine-In,80.89
000578,2025-07-10 19:46:54,Dine-In,133.97
000579,2025-07-10 19:52:51,Dine-In,137.24
000580,2025-07-10 19:58:14,Dine-In,66.31
000581,2025-07-10 20:06:37,Dine-In,112.21
000582,2025-07-10 20:17:45,Dine-In,114.04
000583,2025-07-10 20:19:00,Dine-In,163.16
000584,2025-07-10 20:20:06,Dine-In,51.63
000585,2025-07-10 20:28:51,Dine-In,107.96
000586,2025-07-10 20:31:15,Dine-In,81.48
000587,2025-07-10 20:41:57,Dine-In,123.67
000588,2025-07-10 20:44:18,Dine-In,209.3
000589,2025-07-10 20:51:28,Dine-In,138.51
000590,2025-07-10 20:54:12,Dine-In,148.95
000591,2025-07-10 21:06:48,Dine-In,120.35
000592,2025-07-11 11:22:47,Dine-In,251.31
000593,2025-07-11 11:53:23,Dine-In,195.19
000594,2025-07-11 12:10:17,Dine-In,30.54
000595,2025-07-11 12:15:44,Dine-In,40.46
000596,2025-07-11 12:20:41,Dine-In,65.04
000597,2025-07-11 12:30:26,Dine-In,164.49
000598,2025-07-11 12:37:29,Dine-In,121.22
000599,2025-07-11 12:39:05,Dine-In,109.13
000600,2025-07-11 13:08:59,Dine-In,47.15
000601,2025-07-11 13:22:34,Dine-In,36.07
000602,2025-07-11 13:25:51,Dine-In,47.56
000603,2025-07-11 13:30:00,Dine-In,30.49
000604,2025-07-11 13:41:45,Dine-In,82.15
000605,2025-07-11 13:45:26,Dine-In,89.19
000606,2025-07-11 13:52:50,Dine-In,76.76
000607,2025-07-11 14:14:02,Dine-In,51.99
000608,2025-07-11 14:17:20,Dine-In,57.57
000609,2025-07-11 14:23:04,Dine-In,52.48
000610,2025-07-11 14:49:31,Dine-In,51.26
000611,2025-07-11 15:14:41,Dine-In,140.75
000612,2025-07-11 15:59:15,Dine-In,114.15
000613,2025-07-11 16:32:39,Dine-In,133.13
000614,2025-07-11 16:36:42,Dine-In,145.43
000615,2025-07-11 16:42:19,Dine-In,48.06
000616,2025-07-11 16:53:45,Dine-In,96.01
000617,2025-07-11 16:53:53,Dine-In,172.47
000618,2025-07-11 16:54:28,Dine-In,53.35
000619,2025-07-11 17:00:10,Dine-In,141.08
000620,2025-07-11 17:01:30,Dine-In,201.91
000621,2025-07-11 17:06:59,Dine-In,46.59
000622,2025-07-11 17:07:45,Dine-In,147.11
000623,2025-07-11 17:09:16,Dine-In,129.39
000624,2025-07-11 17:13:54,Dine-In,142.41
000625,2025-07-11 17:21:13,Dine-In,74.55
000626,2025-07-11 17:25:32,Dine-In,47.57
000627,2025-07-11 17:33:19,Dine-In,69.27
000628,2025-07-11 17:34:57,Dine-In,68.92
000629,2025-07-11 17:36:12,Dine-In,120.6
000630,2025-07-11 17:38:42,Dine-In,132.9
000631,2025-07-11 17:42:05,Dine-In,225.57
000632,2025-07-11 17:43:17,Dine-In,28.85
000633,2025-07-11 17:46:18,Dine-In,99.99
000634,2025-07-11 17:48:05,Dine-In,25.0
000635,2025-07-11 17:48:41,Dine-In,218.3
000636,2025-07-11 17:55:49,Dine-In,100.17
000637,2025-07-11 17:56:18,Dine-In,167.02
000638,2025-07-11 18:01:03,Dine-In,45.76
000639,2025-07-11 18:01:11,Dine-In,102.53
000640,2025-07-11 18:06:02,Dine-In,34.09
000641,2025-07-11 18:09:09,Dine-In,44.78
000642,2025-07-11 18:10:10,Dine-In,50.07
000643,2025-07-11 18:15:24,Dine-In,54.42
000644,2025-07-11 18:15:46,Dine-In,140.08
000645,2025-07-11 18:25:19,Dine-In,140.84
000646,2025-07-11 18:25:47,Dine-In,126.72
000647,2025-07-11 18:26:37,Dine-In,35.72
000648,2025-07-11 18:28:23,Dine-In,36.94
000649,2025-07-11 18:33:52,Dine-In,119.29
000650,2025-07-11 18:36:50,Dine-In,102.54
000651,2025-07-11 18:37:21,Dine-In,98.86
000652,2025-07-11 18:38:12,Dine-In,57.15
000653,2025-07-11 18:49:38,Dine-In,146.82
000654,2025-07-11 18:50:14,Dine-In,73.65
000655,2025-07-11 18:52:15,Dine-In,112.44
000656,2025-07-11 18:54:20,Dine-In,67.56
000657,2025-07-11 19:11:20,Dine-In,95.47
000658,2025-07-11 19:24:50,Dine-In,102.84
000659,2025-07-11 19:24:54,Dine-In,42.19
000660,2025-07-11 19:26:06,Dine-In,110.9
000661,2025-07-11 19:32:11,Dine-In,115.87
000662,2025-07-11 19:38:03,Dine-In,50.3
000663,2025-07-11 19:40:00,Dine-In,108.28
000664,2025-07-11 19:41:55,Dine-In,118.32
000665,2025-07-11 19:42:43,Dine-In,165.02
000666,2025-07-11 19:45:37,Dine-In,56.12
000667,2025-07-11 19:47:12,Dine-In,50.95
000668,2025-07-11 19:47:40,Dine-In,178.75
000669,2025-07-11 19:48:13,Dine-In,186.38
000670,2025-07-11 19:48:19,Dine-In,65.45
000671,2025-07-11 19:52:01,Dine-In,56.5
000672,2025-07-11 19:55:31,Dine-In,185.16
000673,2025-07-11 19:56:26,Dine-In,55.45
000674,2025-07-11 20:10:35,Dine-In,116.04
000675,2025-07-11 20:12:29,Dine-In,104.49
000676,2025-07-11 20:15:47,Dine-In,149.22
000677,2025-07-11 20:16:29,Dine-In,159.62
000678,2025-07-11 20:29:40,Dine-In,204.4
000679,2025-07-11 20:30:00,Dine-In,52.12
000680,2025-07-11 20:35:59,Dine-In,41.33
000681,2025-07-11 20:36:36,Dine-In,75.85
000682,2025-07-11 20:36:52,Dine-In,100.72
000683,2025-07-11 20:37:08,Dine-In,43.9
000684,2025-07-11 20:38:40,Dine-In,132.66
000685,2025-07-11 20:40:06,Dine-In,185.43
000686,2025-07-11 20:42:13,Dine-In,176.3
000687,2025-07-11 20:44:22,Dine-In,258.0
000688,2025-07-11 20:46:17,Dine-In,129.73
000689,2025-07-11 20:49:06,Dine-In,58.87
000690,2025-07-11 20:55:55,Dine-In,96.06
000691,2025-07-11 20:56:01,Dine-In,83.0
000692,2025-07-11 21:00:10,Dine-In,166.83
000693,2025-07-11 21:02:42,Dine-In,501.04
000694,2025-07-11 21:03:18,Dine-In,118.64
000695,2025-07-11 21:03:23,Dine-In,56.95
000696,2025-07-11 21:13:31,Dine-In,72.47
000697,2025-07-11 21:15:26,Dine-In,116.28
000698,2025-07-11 21:23:40,Dine-In,124.97
000699,2025-07-11 21:28:28,Dine-In,58.84
000700,2025-07-11 21:31:52,Dine-In,152.96
000701,2025-07-11 21:39:43,Dine-In,107.65
000702,2025-07-11 21:40:33,Dine-In,115.89
000703,2025-07-11 21:40:59,Dine-In,32.19
000704,2025-07-11 21:41:36,Dine-In,70.82
000705,2025-07-11 21:42:12,Dine-In,200.28
000706,2025-07-11 21:48:52,Dine-In,34.88
000707,2025-07-11 21:51:35,Dine-In,163.4
000708,2025-07-11 21:51:39,Dine-In,151.72
000709,2025-07-11 21:57:08,Dine-In,52.0
000710,2025-07-12 12:00:26,Dine-In,38.02
000711,2025-07-12 12:09:57,Dine-In,169.16
000712,2025-07-12 12:23:16,Dine-In,207.43
000713,2025-07-12 12:37:23,Dine-In,30.85
000714,2025-07-12 12:40:24,Dine-In,42.05
000715,2025-07-12 13:15:37,Dine-In,115.68
000716,2025-07-12 13:31:14,Dine-In,201.92
000717,2025-07-12 13:52:03,Dine-In,65.15
000718,2025-07-12 14:14:32,Dine-In,37.06
000719,2025-07-12 14:37:29,Dine-In,69.42
000720,2025-07-12 15:09:12,Dine-In,52.02
000721,2025-07-12 15:14:01,Dine-In,90.79
000722,2025-07-12 15:21:16,Dine-In,40.63
000723,2025-07-12 16:03:52,Dine-In,194.41
000724,2025-07-12 16:09:01,Dine-In,95.62
000725,2025-07-12 16:19:37,Dine-In,191.84
000726,2025-07-12 16:39:42,Dine-In,88.23
000727,2025-07-12 16:50:20,Dine-In,45.61
000728,2025-07-12 17:04:05,Dine-In,199.4
000729,2025-07-12 17:19:04,Dine-In,38.12
000730,2025-07-12 17:21:34,Dine-In,32.5
000731,2025-07-12 17:21:36,Dine-In,497.94
000732,2025-07-12 17:33:49,Dine-In,126.24
000733,2025-07-12 17:33:57,Dine-In,31.46
000734,2025-07-12 17:34:10,Dine-In,140.28
000735,2025-07-12 17:42:04,Dine-In,78.8
000736,2025-07-12 17:50:54,Dine-In,31.39
000737,2025-07-12 18:00:23,Dine-In,46.83
000738,2025-07-12 18:05:52,Dine-In,204.53
000739,2025-07-12 18:06:23,Dine-In,42.4
000740,2025-07-12 18:06:34,Dine-In,120.11
000741,2025-07-12 18:07:06,Dine-In,146.45
000742,2025-07-12 18:07:28,Dine-In,68.49
000743,2025-07-12 18:09:55,Dine-In,67.66
000744,2025-07-12 18:14:39,Dine-In,102.27
000745,2025-07-12 18:17:33,Dine-In,181.02
000746,2025-07-12 18:21:48,Dine-In,40.37
000747,2025-07-12 18:22:03,Dine-In,91.59
000748,2025-07-12 18:29:11,Dine-In,74.34
000749,2025-07-12 18:36:39,Dine-In,99.11
000750,2025-07-12 18:40:17,Dine-In,60.98
000751,2025-07-12 18:41:23,Dine-In,85.56
000752,2025-07-12 18:50:19,Dine-In,67.29
000753,2025-07-12 18:56:40,Dine-In,56.1
000754,2025-07-12 19:07:13,Dine-In,35.49
000755,2025-07-12 19:09:20,Dine-In,40.84
000756,2025-07-12 19:10:00,Dine-In,56.7
000757,2025-07-12 19:18:46,Dine-In,212.83
000758,2025-07-12 19:19:26,Dine-In,96.95
000759,2025-07-12 19:19:27,Dine-In,264.07
000760,2025-07-12 19:28:51,Dine-In,66.64
000761,2025-07-12 19:54:33,Dine-In,60.92
000762,2025-07-12 19:58:43,Dine-In,56.35
000763,2025-07-12 20:02:09,Dine-In,71.9
000764,2025-07-12 20:07:50,Dine-In,64.46
000765,2025-07-12 20:11:14,Dine-In,59.52
000766,2025-07-12 20:16:56,Dine-In,216.26
000767,2025-07-12 20:17:45,Dine-In,32.97
000768,2025-07-12 20:20:38,Dine-In,107.31
000769,2025-07-12 20:21:55,Dine-In,134.55
000770,2025-07-12 20:23:19,Dine-In,121.67
000771,2025-07-12 20:27:00,Dine-In,48.4
000772,2025-07-12 20:36:39,Dine-In,50.84
000773,2025-07-12 20:43:06,Dine-In,118.98
000774,2025-07-12 20:58:04,Dine-In,105.0
000775,2025-07-12 21:01:48,Dine-In,85.43
000776,2025-07-12 21:01:51,Dine-In,139.36
000777,2025-07-12 21:04:26,Dine-In,223.88
000778,2025-07-12 21:10:41,Dine-In,123.48
000779,2025-07-12 21:11:14,Dine-In,128.61
000780,2025-07-12 21:19:40,Dine-In,51.6
000781,2025-07-12 21:23:58,Dine-In,114.67
000782,2025-07-12 21:28:38,Dine-In,137.35
000783,2025-07-12 21:32:50,Dine-In,41.54
000784,2025-07-12 21:33:30,Dine-In,54.4
000785,2025-07-12 21:35:35,Dine-In,116.15
000786,2025-07-12 21:38:24,Dine-In,55.18
000787,2025-07-12 21:44:18,Dine-In,168.64
000788,2025-07-12 21:54:29,Dine-In,112.1
000789,2025-07-13 12:22:38,Dine-In,280.4
000790,2025-07-13 12:39:26,Dine-In,85.16
000791,2025-07-13 12:49:35,Dine-In,198.21
000792,2025-07-13 12:53:16,Dine-In,64.6
000793,2025-07-13 12:53:24,Dine-In,213.1
000794,2025-07-13 12:53:29,Dine-In,128.37
000795,2025-07-13 13:07:43,Dine-In,132.94
000796,2025-07-13 13:26:22,Dine-In,60.54
000797,2025-07-13 14:07:18,Dine-In,457.74
000798,2025-07-13 14:08:23,Dine-In,55.89
000799,2025-07-13 14:23:43,Dine-In,109.5
000800,2025-07-13 14:51:40,Dine-In,130.89
000801,2025-07-13 14:56:26,Dine-In,104.79
000802,2025-07-13 15:05:52,Dine-In,169.43
000803,2025-07-13 15:13:35,Dine-In,46.97
000804,2025-07-13 15:39:54,Dine-In,134.72
000805,2025-07-13 15:49:04,Dine-In,46.43
000806,2025-07-13 16:01:20,Dine-In,186.18
000807,2025-07-13 16:09:14,Dine-In,100.01
000808,2025-07-13 16:12:28,Dine-In,84.24
000809,2025-07-13 16:35:25,Dine-In,53.95
000810,2025-07-13 16:35:25,Dine-In,150.16
000811,2025-07-13 17:01:43,Dine-In,42.18
000812,2025-07-13 17:16:23,Dine-In,159.93
000813,2025-07-13 17:17:34,Dine-In,25.0
000814,2025-07-13 17:22:34,Dine-In,66.94
000815,2025-07-13 17:24:53,Dine-In,215.33
000816,2025-07-13 17:28:09,Dine-In,40.03
000817,2025-07-13 17:45:14,Dine-In,31.56
000818,2025-07-13 17:58:57,Dine-In,33.82
000819,2025-07-13 18:05:58,Dine-In,37.9
000820,2025-07-13 18:08:06,Dine-In,94.67
000821,2025-07-13 18:09:23,Dine-In,43.72
000822,2025-07-13 18:11:00,Dine-In,51.12
000823,2025-07-13 18:17:57,Dine-In,193.25
000824,2025-07-13 18:20:30,Dine-In,86.75
000825,2025-07-13 18:26:55,Dine-In,154.19
000826,2025-07-13 18:33:31,Dine-In,184.77
000827,2025-07-13 18:38:02,Dine-In,31.95
000828,2025-07-13 18:38:18,Dine-In,61.42
000829,2025-07-13 18:45:10,Dine-In,98.05
000830,2025-07-13 18:57:07,Dine-In,61.19
000831,2025-07-13 19:07:37,Dine-In,205.67
000832,2025-07-13 19:15:42,Dine-In,56.48
000833,2025-07-13 19:24:55,Dine-In,63.06
000834,2025-07-13 19:39:29,Dine-In,42.53
000835,2025-07-13 19:42:06,Dine-In,221.65
000836,2025-07-13 19:42:26,Dine-In,64.31
000837,2025-07-13 19:45:22,Dine-In,44.74
000838,2025-07-13 19:49:05,Dine-In,53.25
000839,2025-07-13 20:07:47,Dine-In,56.29
000840,2025-07-13 20:18:48,Dine-In,154.16
000841,2025-07-13 20:22:35,Dine-In,898.11
000842,2025-07-13 20:42:46,Dine-In,159.52
000843,2025-07-13 20:51:42,Dine-In,59.93
000844,2025-07-13 21:11:15,Dine-In,41.39
000845,2025-07-13 21:13:26,Dine-In,67.13
000846,2025-07-13 21:28:57,Dine-In,108.14
000847,2025-07-13 21:37:12,Dine-In,173.57
000848,2025-07-13 21:56:19,Dine-In,73.33
000849,2025-07-14 11:01:21,Dine-In,219.06
000850,2025-07-14 14:41:18,Dine-In,68.76
000851,2025-07-14 15:11:53,Dine-In,71.85
000852,2025-07-14 16:05:12,Dine-In,91.02
000853,2025-07-14 17:18:15,Dine-In,143.89
000854,2025-07-14 17:22:08,Dine-In,296.1
000855,2025-07-14 18:03:42,Dine-In,120.55
000856,2025-07-14 18:13:16,Dine-In,102.09
000857,2025-07-14 18:37:02,Dine-In,147.69
000858,2025-07-14 18:45:20,Dine-In,55.72
000859,2025-07-14 18:49:48,Dine-In,141.76
000860,2025-07-14 18:55:12,Dine-In,102.31
000861,2025-07-14 19:47:34,Dine-In,165.05
000862,2025-07-14 20:54:45,Dine-In,84.52
000863,2025-07-14 21:00:13,Dine-In,58.42
000864,2025-07-14 21:29:42,Dine-In,143.87
000865,2025-07-14 21:53:44,Dine-In,141.92
000866,2025-07-15 11:21:04,Dine-In,85.63
000867,2025-07-15 11:32:27,Dine-In,38.15
000868,2025-07-15 11:34:58,Dine-In,70.41
000869,2025-07-15 11:51:53,Dine-In,113.5
000870,2025-07-15 12:11:30,Dine-In,42.94
000871,2025-07-15 12:16:15,Dine-In,74.21
000872,2025-07-15 12:17:52,Dine-In,123.18
000873,2025-07-15 12:34:34,Dine-In,163.13
000874,2025-07-15 12:35:51,Dine-In,51.26
000875,2025-07-15 13:38:26,Dine-In,136.02
000876,2025-07-15 14:04:28,Dine-In,50.18
000877,2025-07-15 14:21:00,Dine-In,54.09
000878,2025-07-15 15:05:29,Dine-In,43.87
000879,2025-07-15 15:19:18,Dine-In,47.2
000880,2025-07-15 15:55:45,Dine-In,134.13
000881,2025-07-15 16:43:57,Dine-In,196.67
000882,2025-07-15 16:46:17,Dine-In,183.56
000883,2025-07-15 16:53:40,Dine-In,45.66
000884,2025-07-15 17:12:10,Dine-In,214.51
000885,2025-07-15 17:13:20,Dine-In,59.61
000886,2025-07-15 17:15:35,Dine-In,128.37
000887,2025-07-15 17:16:28,Dine-In,33.19
000888,2025-07-15 17:17:46,Dine-In,96.3
000889,2025-07-15 17:28:01,Dine-In,180.09
000890,2025-07-15 17:32:00,Dine-In,112.44
000891,2025-07-15 17:42:55,Dine-In,44.02
000892,2025-07-15 17:46:48,Dine-In,170.53
000893,2025-07-15 18:02:10,Dine-In,140.07
000894,2025-07-15 18:25:50,Dine-In,186.9
000895,2025-07-15 18:32:25,Dine-In,199.36
000896,2025-07-15 18:39:09,Dine-In,191.59
000897,2025-07-15 18:41:38,Dine-In,666.01
000898,2025-07-15 18:42:28,Dine-In,126.37
000899,2025-07-15 18:43:45,Dine-In,40.51
000900,2025-07-15 18:43:54,Dine-In,90.81
000901,2025-07-15 18:45:23,Dine-In,106.42
000902,2025-07-15 18:48:12,Dine-In,187.37
000903,2025-07-15 18:54:19,Dine-In,815.74
000904,2025-07-15 19:04:37,Dine-In,55.89
000905,2025-07-15 19:26:10,Dine-In,143.85
000906,2025-07-15 19:50:54,Dine-In,261.64
000907,2025-07-15 19:58:00,Dine-In,127.78
000908,2025-07-15 20:02:27,Dine-In,44.37
000909,2025-07-15 20:32:49,Dine-In,801.92
000910,2025-07-15 20:40:28,Dine-In,61.72
000911,2025-07-15 20:55:39,Dine-In,234.64
000912,2025-07-15 20:56:25,Dine-In,76.52
000913,2025-07-15 20:57:38,Dine-In,64.82
000914,2025-07-15 21:56:56,Dine-In,137.71
000915,2025-07-16 11:00:29,Dine-In,234.9
000916,2025-07-16 12:01:23,Dine-In,112.39
000917,2025-07-16 12:10:51,Dine-In,204.07
000918,2025-07-16 12:20:47,Dine-In,45.71
000919,2025-07-16 12:42:59,Dine-In,56.49
000920,2025-07-16 13:03:02,Dine-In,35.25
000921,2025-07-16 13:08:21,Dine-In,75.4
000922,2025-07-16 13:22:08,Dine-In,121.52
000923,2025-07-16 13:33:12,Dine-In,70.6
000924,2025-07-16 13:41:22,Dine-In,148.03
000925,2025-07-16 13:55:45,Dine-In,50.36
000926,2025-07-16 14:37:38,Dine-In,212.83
000927,2025-07-16 14:46:08,Dine-In,32.34
000928,2025-07-16 15:46:03,Dine-In,123.01
000929,2025-07-16 16:14:57,Dine-In,55.7
000930,2025-07-16 16:23:37,Dine-In,232.17
000931,2025-07-16 16:29:55,Dine-In,201.96
000932,2025-07-16 16:49:59,Dine-In,64.17
000933,2025-07-16 16:54:46,Dine-In,101.9
000934,2025-07-16 17:02:59,Dine-In,101.62
000935,2025-07-16 17:15:47,Dine-In,192.88
000936,2025-07-16 17:21:16,Dine-In,149.11
000937,2025-07-16 17:23:18,Dine-In,122.33
000938,2025-07-16 17:30:31,Dine-In,192.09
000939,2025-07-16 17:37:36,Dine-In,51.46
000940,2025-07-16 17:41:01,Dine-In,52.52
000941,2025-07-16 17:50:02,Dine-In,95.03
000942,2025-07-16 17:53:44,Dine-In,48.56
000943,2025-07-16 17:55:14,Dine-In,142.0
000944,2025-07-16 18:16:51,Dine-In,33.84
000945,2025-07-16 18:21:02,Dine-In,237.75
000946,2025-07-16 18:23:42,Dine-In,131.33
000947,2025-07-16 18:25:59,Dine-In,57.66
000948,2025-07-16 18:36:15,Dine-In,36.46
000949,2025-07-16 18:41:32,Dine-In,325.9
000950,2025-07-16 19:00:52,Dine-In,709.96
000951,2025-07-16 19:14:46,Dine-In,153.32
000952,2025-07-16 19:28:52,Dine-In,172.51
000953,2025-07-16 19:35:10,Dine-In,116.89
000954,2025-07-16 19:41:28,Dine-In,59.41
000955,2025-07-16 19:45:07,Dine-In,44.26
000956,2025-07-16 19:48:22,Dine-In,37.96
000957,2025-07-16 19:52:02,Dine-In,64.67
000958,2025-07-16 19:54:33,Dine-In,95.51
000959,2025-07-16 19:55:29,Dine-In,128.0
000960,2025-07-16 19:59:09,Dine-In,147.98
000961,2025-07-16 20:10:50,Dine-In,59.19
000962,2025-07-16 20:43:26,Dine-In,86.98
000963,2025-07-16 20:54:21,Dine-In,183.39
000964,2025-07-16 20:56:42,Dine-In,114.99
000965,2025-07-16 21:33:02,Dine-In,43.18
000966,2025-07-16 21:46:12,Dine-In,136.99
000967,2025-07-16 21:54:30,Dine-In,135.27
000968,2025-07-17 11:07:17,Dine-In,98.28
000969,2025-07-17 11:08:50,Dine-In,91.42
000970,2025-07-17 11:26:03,Dine-In,192.47
000971,2025-07-17 11:53:37,Dine-In,120.02
000972,2025-07-17 12:21:52,Dine-In,40.3
000973,2025-07-17 12:22:17,Dine-In,180.77
000974,2025-07-17 12:27:57,Dine-In,59.85
000975,2025-07-17 12:30:42,Dine-In,38.36
000976,2025-07-17 13:00:35,Dine-In,97.93
000977,2025-07-17 13:12:34,Dine-In,125.07
000978,2025-07-17 13:14:07,Dine-In,60.78
000979,2025-07-17 13:17:14,Dine-In,108.59
000980,2025-07-17 13:17:30,Dine-In,75.06
000981,2025-07-17 13:40:48,Dine-In,56.06
000982,2025-07-17 13:42:23,Dine-In,115.98
000983,2025-07-17 13:44:56,Dine-In,140.43
000984,2025-07-17 13:53:25,Dine-In,115.25
000985,2025-07-17 14:08:39,Dine-In,56.27
000986,2025-07-17 14:09:26,Dine-In,51.97
000987,2025-07-17 14:11:20,Dine-In,147.01
000988,2025-07-17 14:45:38,Dine-In,78.09
000989,2025-07-17 15:09:38,Dine-In,86.19
000990,2025-07-17 15:22:32,Dine-In,65.39
000991,2025-07-17 15:29:54,Dine-In,38.46
000992,2025-07-17 15:48:25,Dine-In,54.56
000993,2025-07-17 16:06:18,Dine-In,179.07
000994,2025-07-17 16:23:30,Dine-In,44.09
000995,2025-07-17 16:32:20,Dine-In,77.1
000996,2025-07-17 16:54:05,Dine-In,47.43
000997,2025-07-17 17:01:23,Dine-In,54.53
000998,2025-07-17 17:07:04,Dine-In,74.91
000999,2025-07-17 17:08:50,Dine-In,163.22
001000,2025-07-17 17:17:07,Dine-In,82.07
001001,2025-07-17 17:22:31,Dine-In,73.99
001002,2025-07-17 17:28:59,Dine-In,114.13
001003,2025-07-17 17:38:57,Dine-In,37.78
001004,2025-07-17 17:40:11,Dine-In,66.59
001005,2025-07-17 17:40:20,Dine-In,131.25
001006,2025-07-17 17:42:06,Dine-In,164.29
001007,2025-07-17 17:54:26,Dine-In,128.86
001008,2025-07-17 17:58:37,Dine-In,106.67
001009,2025-07-17 18:00:40,Dine-In,44.58
001010,2025-07-17 18:04:48,Dine-In,99.74
001011,2025-07-17 18:13:20,Dine-In,105.34
001012,2025-07-17 18:35:34,Dine-In,62.76
001013,2025-07-17 18:41:56,Dine-In,61.21
001014,2025-07-17 18:44:07,Dine-In,141.31
001015,2025-07-17 18:45:17,Dine-In,244.41
001016,2025-07-17 18:47:15,Dine-In,51.72
001017,2025-07-17 18:52:20,Dine-In,202.85
001018,2025-07-17 19:25:04,Dine-In,36.37
001019,2025-07-17 19:31:17,Dine-In,152.42
001020,2025-07-17 19:46:19,Dine-In,95.69
001021,2025-07-17 19:57:39,Dine-In,153.14
001022,2025-07-17 20:14:31,Dine-In,65.38
001023,2025-07-17 20:17:06,Dine-In,40.53
001024,2025-07-17 20:21:20,Dine-In,65.69
001025,2025-07-17 20:23:27,Dine-In,86.74
001026,2025-07-17 20:30:36,Dine-In,211.41
001027,2025-07-17 20:34:24,Dine-In,36.8
001028,2025-07-17 20:44:25,Dine-In,42.52
001029,2025-07-17 20:58:06,Dine-In,56.68
001030,2025-07-17 21:02:01,Dine-In,128.52
001031,2025-07-17 21:11:17,Dine-In,53.41
001032,2025-07-17 21:19:24,Dine-In,212.5
001033,2025-07-17 21:22:58,Dine-In,58.12
001034,2025-07-17 21:59:46,Dine-In,26.57
001035,2025-07-18 11:26:52,Dine-In,188.19
001036,2025-07-18 11:51:00,Dine-In,81.51
001037,2025-07-18 12:10:40,Dine-In,236.0
001038,2025-07-18 12:35:28,Dine-In,39.87
001039,2025-07-18 12:40:35,Dine-In,108.98
001040,2025-07-18 12:53:18,Dine-In,41.94
001041,2025-07-18 13:14:04,Dine-In,40.36
001042,2025-07-18 13:44:39,Dine-In,111.27
001043,2025-07-18 14:38:21,Dine-In,103.4
001044,2025-07-18 14:47:39,Dine-In,232.15
001045,2025-07-18 14:55:56,Dine-In,55.14
001046,2025-07-18 15:03:03,Dine-In,64.88
001047,2025-07-18 16:16:53,Dine-In,176.6
001048,2025-07-18 16:19:09,Dine-In,55.56
001049,2025-07-18 16:36:21,Dine-In,56.04
001050,2025-07-18 16:53:33,Dine-In,141.47
001051,2025-07-18 17:06:48,Dine-In,54.37
001052,2025-07-18 17:07:41,Dine-In,58.52
001053,2025-07-18 17:11:05,Dine-In,75.04
001054,2025-07-18 17:15:03,Dine-In,48.75
001055,2025-07-18 17:15:39,Dine-In,214.48
001056,2025-07-18 17:33:34,Dine-In,59.61
001057,2025-07-18 17:39:34,Dine-In,177.54
001058,2025-07-18 17:40:05,Dine-In,427.83
001059,2025-07-18 17:41:59,Dine-In,103.51
001060,2025-07-18 17:46:53,Dine-In,53.37
001061,2025-07-18 17:50:53,Dine-In,33.39
001062,2025-07-18 18:06:15,Dine-In,33.76
001063,2025-07-18 18:16:20,Dine-In,58.19
001064,2025-07-18 18:27:47,Dine-In,45.23
001065,2025-07-18 18:29:42,Dine-In,96.37
001066,2025-07-18 18:31:34,Dine-In,108.08
001067,2025-07-18 18:33:00,Dine-In,188.82
001068,2025-07-18 18:39:37,Dine-In,158.59
001069,2025-07-18 18:39:51,Dine-In,35.93
001070,2025-07-18 18:48:00,Dine-In,93.87
001071,2025-07-18 18:51:59,Dine-In,39.61
001072,2025-07-18 18:53:11,Dine-In,53.13
001073,2025-07-18 19:03:52,Dine-In,165.33
